identifier,var,group,term_nr,term,statistic,value,type,method,confirmatory,notes
price_descriptives,price,,,,missing,0,descriptives,,,
price_descriptives,price,,,,n,1020,descriptives,,,
price_descriptives,price,,,,M,150.6196,descriptives,,,
price_descriptives,price,,,,SD,104.1005,descriptives,,,
price_descriptives,price,,,,SE,3.259512,descriptives,,,
price_descriptives,price,,,,min,25,descriptives,,,
price_descriptives,price,,,,max,1500,descriptives,,,
price_descriptives,price,,,,range,1475,descriptives,,,
price_descriptives,price,,,,median,128.5,descriptives,,,
price_descriptives,price,,,,mode,100,descriptives,,,
price_descriptives,price,,,,skew,4.322081,descriptives,,,
price_descriptives,price,,,,kurtosis,40.12746,descriptives,,,
price_descriptives,price_log,,,,missing,0,descriptives,,,
price_descriptives,price_log,,,,n,1020,descriptives,,,
price_descriptives,price_log,,,,M,2.109416,descriptives,,,
price_descriptives,price_log,,,,SD,0.235909,descriptives,,,
price_descriptives,price_log,,,,SE,0.007386597,descriptives,,,
price_descriptives,price_log,,,,min,1.39794,descriptives,,,
price_descriptives,price_log,,,,max,3.176091,descriptives,,,
price_descriptives,price_log,,,,range,1.778151,descriptives,,,
price_descriptives,price_log,,,,median,2.1089,descriptives,,,
price_descriptives,price_log,,,,mode,2,descriptives,,,
price_descriptives,price_log,,,,skew,0.282032,descriptives,,,
price_descriptives,price_log,,,,kurtosis,3.547475,descriptives,,,
rating_descriptives,attractiveness_mean,,,,missing,0,descriptives,,,
rating_descriptives,attractiveness_mean,,,,n,1020,descriptives,,,
rating_descriptives,attractiveness_mean,,,,M,5.416259,descriptives,,,
rating_descriptives,attractiveness_mean,,,,SD,1.165859,descriptives,,,
rating_descriptives,attractiveness_mean,,,,SE,0.03650447,descriptives,,,
rating_descriptives,attractiveness_mean,,,,min,1.92,descriptives,,,
rating_descriptives,attractiveness_mean,,,,max,8.36,descriptives,,,
rating_descriptives,attractiveness_mean,,,,range,6.44,descriptives,,,
rating_descriptives,attractiveness_mean,,,,median,5.4,descriptives,,,
rating_descriptives,attractiveness_mean,,,,mode,6,descriptives,,,
rating_descriptives,attractiveness_mean,,,,skew,-0.0416197,descriptives,,,
rating_descriptives,attractiveness_mean,,,,kurtosis,2.512608,descriptives,,,
rating_descriptives,attractiveness_median,,,,missing,0,descriptives,,,
rating_descriptives,attractiveness_median,,,,n,1020,descriptives,,,
rating_descriptives,attractiveness_median,,,,M,5.579902,descriptives,,,
rating_descriptives,attractiveness_median,,,,SD,1.295132,descriptives,,,
rating_descriptives,attractiveness_median,,,,SE,0.04055217,descriptives,,,
rating_descriptives,attractiveness_median,,,,min,2,descriptives,,,
rating_descriptives,attractiveness_median,,,,max,9,descriptives,,,
rating_descriptives,attractiveness_median,,,,range,7,descriptives,,,
rating_descriptives,attractiveness_median,,,,median,6,descriptives,,,
rating_descriptives,attractiveness_median,,,,mode,5,descriptives,,,
rating_descriptives,attractiveness_median,,,,skew,-0.1050164,descriptives,,,
rating_descriptives,attractiveness_median,,,,kurtosis,2.564472,descriptives,,,
rating_descriptives,trustworthiness_mean,,,,missing,0,descriptives,,,
rating_descriptives,trustworthiness_mean,,,,n,1020,descriptives,,,
rating_descriptives,trustworthiness_mean,,,,M,5.932122,descriptives,,,
rating_descriptives,trustworthiness_mean,,,,SD,0.9253966,descriptives,,,
rating_descriptives,trustworthiness_mean,,,,SE,0.02897529,descriptives,,,
rating_descriptives,trustworthiness_mean,,,,min,2.083333,descriptives,,,
rating_descriptives,trustworthiness_mean,,,,max,8.416667,descriptives,,,
rating_descriptives,trustworthiness_mean,,,,range,6.333333,descriptives,,,
rating_descriptives,trustworthiness_mean,,,,median,6,descriptives,,,
rating_descriptives,trustworthiness_mean,,,,mode,6,descriptives,,,
rating_descriptives,trustworthiness_mean,,,,skew,-0.5201421,descriptives,,,
rating_descriptives,trustworthiness_mean,,,,kurtosis,3.315299,descriptives,,,
rating_descriptives,trustworthiness_median,,,,missing,0,descriptives,,,
rating_descriptives,trustworthiness_median,,,,n,1020,descriptives,,,
rating_descriptives,trustworthiness_median,,,,M,6.002451,descriptives,,,
rating_descriptives,trustworthiness_median,,,,SD,1.059211,descriptives,,,
rating_descriptives,trustworthiness_median,,,,SE,0.03316517,descriptives,,,
rating_descriptives,trustworthiness_median,,,,min,2,descriptives,,,
rating_descriptives,trustworthiness_median,,,,max,9,descriptives,,,
rating_descriptives,trustworthiness_median,,,,range,7,descriptives,,,
rating_descriptives,trustworthiness_median,,,,median,6,descriptives,,,
rating_descriptives,trustworthiness_median,,,,mode,6,descriptives,,,
rating_descriptives,trustworthiness_median,,,,skew,-0.4860453,descriptives,,,
rating_descriptives,trustworthiness_median,,,,kurtosis,3.327305,descriptives,,,
host_gender_n,host_gender,female,,,n,529,descriptives,,,
host_gender_n,host_gender,female,,,pct,51.86275,descriptives,,,
host_gender_n,host_gender,male,,,n,491,descriptives,,,
host_gender_n,host_gender,male,,,pct,48.13725,descriptives,,,
host_is_superhost_n,host_is_superhost,0,,,n,863,descriptives,,,
host_is_superhost_n,host_is_superhost,0,,,pct,84.60784,descriptives,,,
host_is_superhost_n,host_is_superhost,1,,,n,157,descriptives,,,
host_is_superhost_n,host_is_superhost,1,,,pct,15.39216,descriptives,,,
listing_descriptives,apartment_rating_mean,,,,missing,0,descriptives,,,
listing_descriptives,apartment_rating_mean,,,,n,1020,descriptives,,,
listing_descriptives,apartment_rating_mean,,,,M,5.706147,descriptives,,,
listing_descriptives,apartment_rating_mean,,,,SD,1.224937,descriptives,,,
listing_descriptives,apartment_rating_mean,,,,SE,0.03835426,descriptives,,,
listing_descriptives,apartment_rating_mean,,,,min,2.24,descriptives,,,
listing_descriptives,apartment_rating_mean,,,,max,9.72,descriptives,,,
listing_descriptives,apartment_rating_mean,,,,range,7.48,descriptives,,,
listing_descriptives,apartment_rating_mean,,,,median,5.793103,descriptives,,,
listing_descriptives,apartment_rating_mean,,,,mode,6.2,descriptives,,,
listing_descriptives,apartment_rating_mean,,,,skew,-0.1280979,descriptives,,,
listing_descriptives,apartment_rating_mean,,,,kurtosis,2.737897,descriptives,,,
listing_descriptives,apartment_rating_median,,,,missing,0,descriptives,,,
listing_descriptives,apartment_rating_median,,,,n,1020,descriptives,,,
listing_descriptives,apartment_rating_median,,,,M,5.840686,descriptives,,,
listing_descriptives,apartment_rating_median,,,,SD,1.414166,descriptives,,,
listing_descriptives,apartment_rating_median,,,,SE,0.04427924,descriptives,,,
listing_descriptives,apartment_rating_median,,,,min,2,descriptives,,,
listing_descriptives,apartment_rating_median,,,,max,10,descriptives,,,
listing_descriptives,apartment_rating_median,,,,range,8,descriptives,,,
listing_descriptives,apartment_rating_median,,,,median,6,descriptives,,,
listing_descriptives,apartment_rating_median,,,,mode,6,descriptives,,,
listing_descriptives,apartment_rating_median,,,,skew,-0.2275757,descriptives,,,
listing_descriptives,apartment_rating_median,,,,kurtosis,2.811826,descriptives,,,
listing_descriptives,bedrooms,,,,missing,0,descriptives,,,
listing_descriptives,bedrooms,,,,n,1020,descriptives,,,
listing_descriptives,bedrooms,,,,M,1.080392,descriptives,,,
listing_descriptives,bedrooms,,,,SD,0.6053473,descriptives,,,
listing_descriptives,bedrooms,,,,SE,0.01895416,descriptives,,,
listing_descriptives,bedrooms,,,,min,0,descriptives,,,
listing_descriptives,bedrooms,,,,max,4,descriptives,,,
listing_descriptives,bedrooms,,,,range,4,descriptives,,,
listing_descriptives,bedrooms,,,,median,1,descriptives,,,
listing_descriptives,bedrooms,,,,mode,1,descriptives,,,
listing_descriptives,bedrooms,,,,skew,1.502288,descriptives,,,
listing_descriptives,bedrooms,,,,kurtosis,8.54673,descriptives,,,
listing_descriptives,median_rent,,,,missing,0,descriptives,,,
listing_descriptives,median_rent,,,,n,1020,descriptives,,,
listing_descriptives,median_rent,,,,M,4517.688,descriptives,,,
listing_descriptives,median_rent,,,,SD,3948.062,descriptives,,,
listing_descriptives,median_rent,,,,SE,123.6186,descriptives,,,
listing_descriptives,median_rent,,,,min,650,descriptives,,,
listing_descriptives,median_rent,,,,max,45000,descriptives,,,
listing_descriptives,median_rent,,,,range,44350,descriptives,,,
listing_descriptives,median_rent,,,,median,3399,descriptives,,,
listing_descriptives,median_rent,,,,mode,2500,descriptives,,,
listing_descriptives,median_rent,,,,skew,4.770829,descriptives,,,
listing_descriptives,median_rent,,,,kurtosis,38.97856,descriptives,,,
listing_descriptives,number_of_reviews,,,,missing,0,descriptives,,,
listing_descriptives,number_of_reviews,,,,n,1020,descriptives,,,
listing_descriptives,number_of_reviews,,,,M,31.95882,descriptives,,,
listing_descriptives,number_of_reviews,,,,SD,32.39983,descriptives,,,
listing_descriptives,number_of_reviews,,,,SE,1.014478,descriptives,,,
listing_descriptives,number_of_reviews,,,,min,5,descriptives,,,
listing_descriptives,number_of_reviews,,,,max,251,descriptives,,,
listing_descriptives,number_of_reviews,,,,range,246,descriptives,,,
listing_descriptives,number_of_reviews,,,,median,19,descriptives,,,
listing_descriptives,number_of_reviews,,,,mode,6,descriptives,,,
listing_descriptives,number_of_reviews,,,,skew,2.232776,descriptives,,,
listing_descriptives,number_of_reviews,,,,kurtosis,9.478525,descriptives,,,
listing_descriptives,review_scores_rating,,,,missing,0,descriptives,,,
listing_descriptives,review_scores_rating,,,,n,1020,descriptives,,,
listing_descriptives,review_scores_rating,,,,M,93.28627,descriptives,,,
listing_descriptives,review_scores_rating,,,,SD,5.352391,descriptives,,,
listing_descriptives,review_scores_rating,,,,SE,0.1675899,descriptives,,,
listing_descriptives,review_scores_rating,,,,min,65,descriptives,,,
listing_descriptives,review_scores_rating,,,,max,100,descriptives,,,
listing_descriptives,review_scores_rating,,,,range,35,descriptives,,,
listing_descriptives,review_scores_rating,,,,median,94,descriptives,,,
listing_descriptives,review_scores_rating,,,,mode,96,descriptives,,,
listing_descriptives,review_scores_rating,,,,skew,-1.318497,descriptives,,,
listing_descriptives,review_scores_rating,,,,kurtosis,5.310519,descriptives,,,
entire_department_n,entire_apartment,0,,,n,387,descriptives,,,
entire_department_n,entire_apartment,0,,,pct,37.94118,descriptives,,,
entire_department_n,entire_apartment,1,,,n,633,descriptives,,,
entire_department_n,entire_apartment,1,,,pct,62.05882,descriptives,,,
face++_descriptives,facepp_age,,,,missing,3,descriptives,,,
face++_descriptives,facepp_age,,,,n,1017,descriptives,,,
face++_descriptives,facepp_age,,,,M,43.08063,descriptives,,,
face++_descriptives,facepp_age,,,,SD,10.21016,descriptives,,,
face++_descriptives,facepp_age,,,,SE,0.3201638,descriptives,,,
face++_descriptives,facepp_age,,,,min,12,descriptives,,,
face++_descriptives,facepp_age,,,,max,72,descriptives,,,
face++_descriptives,facepp_age,,,,range,NA,descriptives,,,
face++_descriptives,facepp_age,,,,median,44,descriptives,,,
face++_descriptives,facepp_age,,,,mode,44,descriptives,,,
face++_descriptives,facepp_age,,,,skew,-0.09829956,descriptives,,,
face++_descriptives,facepp_age,,,,kurtosis,2.96565,descriptives,,,
face++_descriptives,facepp_smile,,,,missing,3,descriptives,,,
face++_descriptives,facepp_smile,,,,n,1017,descriptives,,,
face++_descriptives,facepp_smile,,,,M,57.97546,descriptives,,,
face++_descriptives,facepp_smile,,,,SD,36.58873,descriptives,,,
face++_descriptives,facepp_smile,,,,SE,1.147326,descriptives,,,
face++_descriptives,facepp_smile,,,,min,0.144,descriptives,,,
face++_descriptives,facepp_smile,,,,max,99.83,descriptives,,,
face++_descriptives,facepp_smile,,,,range,NA,descriptives,,,
face++_descriptives,facepp_smile,,,,median,69.525,descriptives,,,
face++_descriptives,facepp_smile,,,,mode,NA,descriptives,,,
face++_descriptives,facepp_smile,,,,skew,-0.311096,descriptives,,,
face++_descriptives,facepp_smile,,,,kurtosis,1.438807,descriptives,,,
face++_ethnicity_n,facepp_ethnicity,Asian,,,n,139,descriptives,,,
face++_ethnicity_n,facepp_ethnicity,Asian,,,pct,13.62745,descriptives,,,
face++_ethnicity_n,facepp_ethnicity,Black,,,n,127,descriptives,,,
face++_ethnicity_n,facepp_ethnicity,Black,,,pct,12.45098,descriptives,,,
face++_ethnicity_n,facepp_ethnicity,White,,,n,751,descriptives,,,
face++_ethnicity_n,facepp_ethnicity,White,,,pct,73.62745,descriptives,,,
face++_ethnicity_n,facepp_ethnicity,,,,n,3,descriptives,,,
face++_ethnicity_n,facepp_ethnicity,,,,pct,0.2941176,descriptives,,,
attractiveness_trustworthiness_r,,,,,cor,0.2182231,,Pearson's product-moment correlation,,two.sided test
attractiveness_trustworthiness_r,,,,,t,7.134602,,Pearson's product-moment correlation,,two.sided test
attractiveness_trustworthiness_r,,,,,df,1018,,Pearson's product-moment correlation,,two.sided test
attractiveness_trustworthiness_r,,,,,p,0.000000000001840969,,Pearson's product-moment correlation,,two.sided test
attractiveness_trustworthiness_r,,,,,95% CI lower,0.1589704,,Pearson's product-moment correlation,,two.sided test
attractiveness_trustworthiness_r,,,,,95% CI upper,0.2759093,,Pearson's product-moment correlation,,two.sided test
attractiveness_trustworthiness_r,,,,,null value,0,,Pearson's product-moment correlation,,two.sided test
face++_smile_trustworthiness_r,,,,,cor,0.4680373,,Pearson's product-moment correlation,,two.sided test
face++_smile_trustworthiness_r,,,,,t,16.87347,,Pearson's product-moment correlation,,two.sided test
face++_smile_trustworthiness_r,,,,,df,1015,,Pearson's product-moment correlation,,two.sided test
face++_smile_trustworthiness_r,,,,,p,0.0000000000000000000000000000000000000000000000000000000170049,,Pearson's product-moment correlation,,two.sided test
face++_smile_trustworthiness_r,,,,,95% CI lower,0.4186088,,Pearson's product-moment correlation,,two.sided test
face++_smile_trustworthiness_r,,,,,95% CI upper,0.5147012,,Pearson's product-moment correlation,,two.sided test
face++_smile_trustworthiness_r,,,,,null value,0,,Pearson's product-moment correlation,,two.sided test
face++_smile_attractiveness_r,,,,,cor,0.1268068,,Pearson's product-moment correlation,,two.sided test
face++_smile_attractiveness_r,,,,,t,4.072823,,Pearson's product-moment correlation,,two.sided test
face++_smile_attractiveness_r,,,,,df,1015,,Pearson's product-moment correlation,,two.sided test
face++_smile_attractiveness_r,,,,,p,0.00005006335,,Pearson's product-moment correlation,,two.sided test
face++_smile_attractiveness_r,,,,,95% CI lower,0.06584752,,Pearson's product-moment correlation,,two.sided test
face++_smile_attractiveness_r,,,,,95% CI upper,0.186823,,Pearson's product-moment correlation,,two.sided test
face++_smile_attractiveness_r,,,,,null value,0,,Pearson's product-moment correlation,,two.sided test
M1,,,1,(Intercept),b,1.955628,,Linear regression,TRUE,Trustworthiness only
M1,,,1,(Intercept),SE,0.009125358,,Linear regression,TRUE,Trustworthiness only
M1,,,1,(Intercept),t,214.307,,Linear regression,TRUE,Trustworthiness only
M1,,,1,(Intercept),p,0,,Linear regression,TRUE,Trustworthiness only
M1,,,1,(Intercept),df,1010,,Linear regression,TRUE,Trustworthiness only
M1,,,1,(Intercept),2.5 %,1.937721,,Linear regression,TRUE,Trustworthiness only
M1,,,1,(Intercept),97.5 %,1.973535,,Linear regression,TRUE,Trustworthiness only
M1,,,2,trustworthiness_median_z,b,-0.003600464,,Linear regression,TRUE,Trustworthiness only
M1,,,2,trustworthiness_median_z,SE,0.004738173,,Linear regression,TRUE,Trustworthiness only
M1,,,2,trustworthiness_median_z,t,-0.7598844,,Linear regression,TRUE,Trustworthiness only
M1,,,2,trustworthiness_median_z,p,0.447501,,Linear regression,TRUE,Trustworthiness only
M1,,,2,trustworthiness_median_z,df,1010,,Linear regression,TRUE,Trustworthiness only
M1,,,2,trustworthiness_median_z,2.5 %,-0.01289825,,Linear regression,TRUE,Trustworthiness only
M1,,,2,trustworthiness_median_z,97.5 %,0.005697327,,Linear regression,TRUE,Trustworthiness only
M1,,,3,host_gendermale,b,-0.002026773,,Linear regression,TRUE,Trustworthiness only
M1,,,3,host_gendermale,SE,0.009539054,,Linear regression,TRUE,Trustworthiness only
M1,,,3,host_gendermale,t,-0.2124711,,Linear regression,TRUE,Trustworthiness only
M1,,,3,host_gendermale,p,0.8317824,,Linear regression,TRUE,Trustworthiness only
M1,,,3,host_gendermale,df,1010,,Linear regression,TRUE,Trustworthiness only
M1,,,3,host_gendermale,2.5 %,-0.02074541,,Linear regression,TRUE,Trustworthiness only
M1,,,3,host_gendermale,97.5 %,0.01669186,,Linear regression,TRUE,Trustworthiness only
M1,,,4,host_is_superhost1,b,0.01311405,,Linear regression,TRUE,Trustworthiness only
M1,,,4,host_is_superhost1,SE,0.01354877,,Linear regression,TRUE,Trustworthiness only
M1,,,4,host_is_superhost1,t,0.9679147,,Linear regression,TRUE,Trustworthiness only
M1,,,4,host_is_superhost1,p,0.3333187,,Linear regression,TRUE,Trustworthiness only
M1,,,4,host_is_superhost1,df,1010,,Linear regression,TRUE,Trustworthiness only
M1,,,4,host_is_superhost1,2.5 %,-0.01347291,,Linear regression,TRUE,Trustworthiness only
M1,,,4,host_is_superhost1,97.5 %,0.039701,,Linear regression,TRUE,Trustworthiness only
M1,,,5,review_scores_rating_z,b,0.0218901,,Linear regression,TRUE,Trustworthiness only
M1,,,5,review_scores_rating_z,SE,0.004811703,,Linear regression,TRUE,Trustworthiness only
M1,,,5,review_scores_rating_z,t,4.549345,,Linear regression,TRUE,Trustworthiness only
M1,,,5,review_scores_rating_z,p,0.000006034528,,Linear regression,TRUE,Trustworthiness only
M1,,,5,review_scores_rating_z,df,1010,,Linear regression,TRUE,Trustworthiness only
M1,,,5,review_scores_rating_z,2.5 %,0.01244802,,Linear regression,TRUE,Trustworthiness only
M1,,,5,review_scores_rating_z,97.5 %,0.03133218,,Linear regression,TRUE,Trustworthiness only
M1,,,6,number_of_reviews_log_z,b,0.001067733,,Linear regression,TRUE,Trustworthiness only
M1,,,6,number_of_reviews_log_z,SE,0.004740563,,Linear regression,TRUE,Trustworthiness only
M1,,,6,number_of_reviews_log_z,t,0.2252334,,Linear regression,TRUE,Trustworthiness only
M1,,,6,number_of_reviews_log_z,p,0.8218433,,Linear regression,TRUE,Trustworthiness only
M1,,,6,number_of_reviews_log_z,df,1010,,Linear regression,TRUE,Trustworthiness only
M1,,,6,number_of_reviews_log_z,2.5 %,-0.008234748,,Linear regression,TRUE,Trustworthiness only
M1,,,6,number_of_reviews_log_z,97.5 %,0.01037021,,Linear regression,TRUE,Trustworthiness only
M1,,,7,median_rent_log_z,b,0.07738634,,Linear regression,TRUE,Trustworthiness only
M1,,,7,median_rent_log_z,SE,0.004581449,,Linear regression,TRUE,Trustworthiness only
M1,,,7,median_rent_log_z,t,16.89124,,Linear regression,TRUE,Trustworthiness only
M1,,,7,median_rent_log_z,p,0.00000000000000000000000000000000000000000000000000000001444088,,Linear regression,TRUE,Trustworthiness only
M1,,,7,median_rent_log_z,df,1010,,Linear regression,TRUE,Trustworthiness only
M1,,,7,median_rent_log_z,2.5 %,0.06839609,,Linear regression,TRUE,Trustworthiness only
M1,,,7,median_rent_log_z,97.5 %,0.08637659,,Linear regression,TRUE,Trustworthiness only
M1,,,8,entire_apartment1,b,0.2461298,,Linear regression,TRUE,Trustworthiness only
M1,,,8,entire_apartment1,SE,0.00966054,,Linear regression,TRUE,Trustworthiness only
M1,,,8,entire_apartment1,t,25.47785,,Linear regression,TRUE,Trustworthiness only
M1,,,8,entire_apartment1,p,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005580848,,Linear regression,TRUE,Trustworthiness only
M1,,,8,entire_apartment1,df,1010,,Linear regression,TRUE,Trustworthiness only
M1,,,8,entire_apartment1,2.5 %,0.2271727,,Linear regression,TRUE,Trustworthiness only
M1,,,8,entire_apartment1,97.5 %,0.2650868,,Linear regression,TRUE,Trustworthiness only
M1,,,9,bedrooms_z,b,0.0627669,,Linear regression,TRUE,Trustworthiness only
M1,,,9,bedrooms_z,SE,0.004615718,,Linear regression,TRUE,Trustworthiness only
M1,,,9,bedrooms_z,t,13.59851,,Linear regression,TRUE,Trustworthiness only
M1,,,9,bedrooms_z,p,0.000000000000000000000000000000000000008487834,,Linear regression,TRUE,Trustworthiness only
M1,,,9,bedrooms_z,df,1010,,Linear regression,TRUE,Trustworthiness only
M1,,,9,bedrooms_z,2.5 %,0.05370941,,Linear regression,TRUE,Trustworthiness only
M1,,,9,bedrooms_z,97.5 %,0.0718244,,Linear regression,TRUE,Trustworthiness only
M1,,,10,apartment_rating_median_z,b,0.05381713,,Linear regression,TRUE,Trustworthiness only
M1,,,10,apartment_rating_median_z,SE,0.004734238,,Linear regression,TRUE,Trustworthiness only
M1,,,10,apartment_rating_median_z,t,11.36764,,Linear regression,TRUE,Trustworthiness only
M1,,,10,apartment_rating_median_z,p,0.0000000000000000000000000002909569,,Linear regression,TRUE,Trustworthiness only
M1,,,10,apartment_rating_median_z,df,1010,,Linear regression,TRUE,Trustworthiness only
M1,,,10,apartment_rating_median_z,2.5 %,0.04452706,,Linear regression,TRUE,Trustworthiness only
M1,,,10,apartment_rating_median_z,97.5 %,0.0631072,,Linear regression,TRUE,Trustworthiness only
M1,,,11,(Model),R squared,0.6388988,,Linear regression,TRUE,Trustworthiness only
M1,,,11,(Model),adjusted R squared,0.635681,,Linear regression,TRUE,Trustworthiness only
M1,,,11,(Model),F,198.5555,,Linear regression,TRUE,Trustworthiness only
M1,,,11,(Model),numerator df,9,,Linear regression,TRUE,Trustworthiness only
M1,,,11,(Model),denominator df,1010,,Linear regression,TRUE,Trustworthiness only
M1,,,11,(Model),p,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002118251,,Linear regression,TRUE,Trustworthiness only
M2,,,1,(Intercept),b,1.951252,,Linear regression,TRUE,Attractiveness only
M2,,,1,(Intercept),SE,0.009114168,,Linear regression,TRUE,Attractiveness only
M2,,,1,(Intercept),t,214.09,,Linear regression,TRUE,Attractiveness only
M2,,,1,(Intercept),p,0,,Linear regression,TRUE,Attractiveness only
M2,,,1,(Intercept),df,1010,,Linear regression,TRUE,Attractiveness only
M2,,,1,(Intercept),2.5 %,1.933367,,Linear regression,TRUE,Attractiveness only
M2,,,1,(Intercept),97.5 %,1.969137,,Linear regression,TRUE,Attractiveness only
M2,,,2,attractiveness_median_z,b,0.01120807,,Linear regression,TRUE,Attractiveness only
M2,,,2,attractiveness_median_z,SE,0.00479733,,Linear regression,TRUE,Attractiveness only
M2,,,2,attractiveness_median_z,t,2.336314,,Linear regression,TRUE,Attractiveness only
M2,,,2,attractiveness_median_z,p,0.01966973,,Linear regression,TRUE,Attractiveness only
M2,,,2,attractiveness_median_z,df,1010,,Linear regression,TRUE,Attractiveness only
M2,,,2,attractiveness_median_z,2.5 %,0.001794192,,Linear regression,TRUE,Attractiveness only
M2,,,2,attractiveness_median_z,97.5 %,0.02062194,,Linear regression,TRUE,Attractiveness only
M2,,,3,host_gendermale,b,0.007708155,,Linear regression,TRUE,Attractiveness only
M2,,,3,host_gendermale,SE,0.009527264,,Linear regression,TRUE,Attractiveness only
M2,,,3,host_gendermale,t,0.8090628,,Linear regression,TRUE,Attractiveness only
M2,,,3,host_gendermale,p,0.4186696,,Linear regression,TRUE,Attractiveness only
M2,,,3,host_gendermale,df,1010,,Linear regression,TRUE,Attractiveness only
M2,,,3,host_gendermale,2.5 %,-0.01098734,,Linear regression,TRUE,Attractiveness only
M2,,,3,host_gendermale,97.5 %,0.02640365,,Linear regression,TRUE,Attractiveness only
M2,,,4,host_is_superhost1,b,0.01400278,,Linear regression,TRUE,Attractiveness only
M2,,,4,host_is_superhost1,SE,0.01351826,,Linear regression,TRUE,Attractiveness only
M2,,,4,host_is_superhost1,t,1.035842,,Linear regression,TRUE,Attractiveness only
M2,,,4,host_is_superhost1,p,0.3005239,,Linear regression,TRUE,Attractiveness only
M2,,,4,host_is_superhost1,df,1010,,Linear regression,TRUE,Attractiveness only
M2,,,4,host_is_superhost1,2.5 %,-0.01252431,,Linear regression,TRUE,Attractiveness only
M2,,,4,host_is_superhost1,97.5 %,0.04052986,,Linear regression,TRUE,Attractiveness only
M2,,,5,review_scores_rating_z,b,0.02219823,,Linear regression,TRUE,Attractiveness only
M2,,,5,review_scores_rating_z,SE,0.004802146,,Linear regression,TRUE,Attractiveness only
M2,,,5,review_scores_rating_z,t,4.622564,,Linear regression,TRUE,Attractiveness only
M2,,,5,review_scores_rating_z,p,0.000004280945,,Linear regression,TRUE,Attractiveness only
M2,,,5,review_scores_rating_z,df,1010,,Linear regression,TRUE,Attractiveness only
M2,,,5,review_scores_rating_z,2.5 %,0.0127749,,Linear regression,TRUE,Attractiveness only
M2,,,5,review_scores_rating_z,97.5 %,0.03162155,,Linear regression,TRUE,Attractiveness only
M2,,,6,number_of_reviews_log_z,b,0.001877456,,Linear regression,TRUE,Attractiveness only
M2,,,6,number_of_reviews_log_z,SE,0.004743269,,Linear regression,TRUE,Attractiveness only
M2,,,6,number_of_reviews_log_z,t,0.3958147,,Linear regression,TRUE,Attractiveness only
M2,,,6,number_of_reviews_log_z,p,0.6923253,,Linear regression,TRUE,Attractiveness only
M2,,,6,number_of_reviews_log_z,df,1010,,Linear regression,TRUE,Attractiveness only
M2,,,6,number_of_reviews_log_z,2.5 %,-0.007430335,,Linear regression,TRUE,Attractiveness only
M2,,,6,number_of_reviews_log_z,97.5 %,0.01118525,,Linear regression,TRUE,Attractiveness only
M2,,,7,median_rent_log_z,b,0.07635195,,Linear regression,TRUE,Attractiveness only
M2,,,7,median_rent_log_z,SE,0.004593442,,Linear regression,TRUE,Attractiveness only
M2,,,7,median_rent_log_z,t,16.62195,,Linear regression,TRUE,Attractiveness only
M2,,,7,median_rent_log_z,p,0.0000000000000000000000000000000000000000000000000000004993596,,Linear regression,TRUE,Attractiveness only
M2,,,7,median_rent_log_z,df,1010,,Linear regression,TRUE,Attractiveness only
M2,,,7,median_rent_log_z,2.5 %,0.06733817,,Linear regression,TRUE,Attractiveness only
M2,,,7,median_rent_log_z,97.5 %,0.08536574,,Linear regression,TRUE,Attractiveness only
M2,,,8,entire_apartment1,b,0.2454089,,Linear regression,TRUE,Attractiveness only
M2,,,8,entire_apartment1,SE,0.009640574,,Linear regression,TRUE,Attractiveness only
M2,,,8,entire_apartment1,t,25.45584,,Linear regression,TRUE,Attractiveness only
M2,,,8,entire_apartment1,p,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007855097,,Linear regression,TRUE,Attractiveness only
M2,,,8,entire_apartment1,df,1010,,Linear regression,TRUE,Attractiveness only
M2,,,8,entire_apartment1,2.5 %,0.2264911,,Linear regression,TRUE,Attractiveness only
M2,,,8,entire_apartment1,97.5 %,0.2643267,,Linear regression,TRUE,Attractiveness only
M2,,,9,bedrooms_z,b,0.06337725,,Linear regression,TRUE,Attractiveness only
M2,,,9,bedrooms_z,SE,0.004603992,,Linear regression,TRUE,Attractiveness only
M2,,,9,bedrooms_z,t,13.76572,,Linear regression,TRUE,Attractiveness only
M2,,,9,bedrooms_z,p,0.000000000000000000000000000000000000001219559,,Linear regression,TRUE,Attractiveness only
M2,,,9,bedrooms_z,df,1010,,Linear regression,TRUE,Attractiveness only
M2,,,9,bedrooms_z,2.5 %,0.05434277,,Linear regression,TRUE,Attractiveness only
M2,,,9,bedrooms_z,97.5 %,0.07241174,,Linear regression,TRUE,Attractiveness only
M2,,,10,apartment_rating_median_z,b,0.05281477,,Linear regression,TRUE,Attractiveness only
M2,,,10,apartment_rating_median_z,SE,0.004734914,,Linear regression,TRUE,Attractiveness only
M2,,,10,apartment_rating_median_z,t,11.15433,,Linear regression,TRUE,Attractiveness only
M2,,,10,apartment_rating_median_z,p,0.000000000000000000000000002499654,,Linear regression,TRUE,Attractiveness only
M2,,,10,apartment_rating_median_z,df,1010,,Linear regression,TRUE,Attractiveness only
