identifier,var,group,term_nr,term,statistic,value,type,method,confirmatory,notes
M8,,,10,bedrooms_z,df,1008,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,10,bedrooms_z,2.5 %,0.05411275,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,10,bedrooms_z,97.5 %,0.0722079,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,11,apartment_rating_median_z,b,0.05291122,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,11,apartment_rating_median_z,SE,0.004741001,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,11,apartment_rating_median_z,t,11.16035,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,11,apartment_rating_median_z,p,0.000000000000000000000000002369094,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,11,apartment_rating_median_z,df,1008,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,11,apartment_rating_median_z,2.5 %,0.04360786,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,11,apartment_rating_median_z,97.5 %,0.06221458,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,12,attractiveness_median_z:entire_apartment1,b,-0.001631251,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,12,attractiveness_median_z:entire_apartment1,SE,0.009559524,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,12,attractiveness_median_z:entire_apartment1,t,-0.1706415,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,12,attractiveness_median_z:entire_apartment1,p,0.8645399,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,12,attractiveness_median_z:entire_apartment1,df,1008,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,12,attractiveness_median_z:entire_apartment1,2.5 %,-0.0203901,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,12,attractiveness_median_z:entire_apartment1,97.5 %,0.0171276,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,13,(Model),R squared,0.6410638,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,13,(Model),adjusted R squared,0.6371468,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,13,(Model),F,163.6635,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,13,(Model),numerator df,11,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,13,(Model),denominator df,1008,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,13,(Model),p,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002063605,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M1_means,,,1,(Intercept),b,1.955628,,Linear regression,TRUE,
M1_means,,,1,(Intercept),SE,0.009125358,,Linear regression,TRUE,
M1_means,,,1,(Intercept),t,214.307,,Linear regression,TRUE,
M1_means,,,1,(Intercept),p,0,,Linear regression,TRUE,
M1_means,,,1,(Intercept),df,1010,,Linear regression,TRUE,
M1_means,,,1,(Intercept),2.5 %,1.937721,,Linear regression,TRUE,
M1_means,,,1,(Intercept),97.5 %,1.973535,,Linear regression,TRUE,
M1_means,,,2,trustworthiness_median_z,b,-0.003600464,,Linear regression,TRUE,
M1_means,,,2,trustworthiness_median_z,SE,0.004738173,,Linear regression,TRUE,
M1_means,,,2,trustworthiness_median_z,t,-0.7598844,,Linear regression,TRUE,
M1_means,,,2,trustworthiness_median_z,p,0.447501,,Linear regression,TRUE,
M1_means,,,2,trustworthiness_median_z,df,1010,,Linear regression,TRUE,
M1_means,,,2,trustworthiness_median_z,2.5 %,-0.01289825,,Linear regression,TRUE,
M1_means,,,2,trustworthiness_median_z,97.5 %,0.005697327,,Linear regression,TRUE,
M1_means,,,3,host_gendermale,b,-0.002026773,,Linear regression,TRUE,
M1_means,,,3,host_gendermale,SE,0.009539054,,Linear regression,TRUE,
M1_means,,,3,host_gendermale,t,-0.2124711,,Linear regression,TRUE,
M1_means,,,3,host_gendermale,p,0.8317824,,Linear regression,TRUE,
M1_means,,,3,host_gendermale,df,1010,,Linear regression,TRUE,
M1_means,,,3,host_gendermale,2.5 %,-0.02074541,,Linear regression,TRUE,
M1_means,,,3,host_gendermale,97.5 %,0.01669186,,Linear regression,TRUE,
M1_means,,,4,host_is_superhost1,b,0.01311405,,Linear regression,TRUE,
M1_means,,,4,host_is_superhost1,SE,0.01354877,,Linear regression,TRUE,
M1_means,,,4,host_is_superhost1,t,0.9679147,,Linear regression,TRUE,
M1_means,,,4,host_is_superhost1,p,0.3333187,,Linear regression,TRUE,
M1_means,,,4,host_is_superhost1,df,1010,,Linear regression,TRUE,
M1_means,,,4,host_is_superhost1,2.5 %,-0.01347291,,Linear regression,TRUE,
M1_means,,,4,host_is_superhost1,97.5 %,0.039701,,Linear regression,TRUE,
M1_means,,,5,review_scores_rating_z,b,0.0218901,,Linear regression,TRUE,
M1_means,,,5,review_scores_rating_z,SE,0.004811703,,Linear regression,TRUE,
M1_means,,,5,review_scores_rating_z,t,4.549345,,Linear regression,TRUE,
M1_means,,,5,review_scores_rating_z,p,0.000006034528,,Linear regression,TRUE,
M1_means,,,5,review_scores_rating_z,df,1010,,Linear regression,TRUE,
M1_means,,,5,review_scores_rating_z,2.5 %,0.01244802,,Linear regression,TRUE,
M1_means,,,5,review_scores_rating_z,97.5 %,0.03133218,,Linear regression,TRUE,
M1_means,,,6,number_of_reviews_log_z,b,0.001067733,,Linear regression,TRUE,
M1_means,,,6,number_of_reviews_log_z,SE,0.004740563,,Linear regression,TRUE,
M1_means,,,6,number_of_reviews_log_z,t,0.2252334,,Linear regression,TRUE,
M1_means,,,6,number_of_reviews_log_z,p,0.8218433,,Linear regression,TRUE,
M1_means,,,6,number_of_reviews_log_z,df,1010,,Linear regression,TRUE,
M1_means,,,6,number_of_reviews_log_z,2.5 %,-0.008234748,,Linear regression,TRUE,
M1_means,,,6,number_of_reviews_log_z,97.5 %,0.01037021,,Linear regression,TRUE,
M1_means,,,7,median_rent_log_z,b,0.07738634,,Linear regression,TRUE,
M1_means,,,7,median_rent_log_z,SE,0.004581449,,Linear regression,TRUE,
M1_means,,,7,median_rent_log_z,t,16.89124,,Linear regression,TRUE,
M1_means,,,7,median_rent_log_z,p,0.00000000000000000000000000000000000000000000000000000001444088,,Linear regression,TRUE,
M1_means,,,7,median_rent_log_z,df,1010,,Linear regression,TRUE,
M1_means,,,7,median_rent_log_z,2.5 %,0.06839609,,Linear regression,TRUE,
M1_means,,,7,median_rent_log_z,97.5 %,0.08637659,,Linear regression,TRUE,
M1_means,,,8,entire_apartment1,b,0.2461298,,Linear regression,TRUE,
M1_means,,,8,entire_apartment1,SE,0.00966054,,Linear regression,TRUE,
M1_means,,,8,entire_apartment1,t,25.47785,,Linear regression,TRUE,
M1_means,,,8,entire_apartment1,p,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005580848,,Linear regression,TRUE,
M1_means,,,8,entire_apartment1,df,1010,,Linear regression,TRUE,
M1_means,,,8,entire_apartment1,2.5 %,0.2271727,,Linear regression,TRUE,
M1_means,,,8,entire_apartment1,97.5 %,0.2650868,,Linear regression,TRUE,
M1_means,,,9,bedrooms_z,b,0.0627669,,Linear regression,TRUE,
M1_means,,,9,bedrooms_z,SE,0.004615718,,Linear regression,TRUE,
M1_means,,,9,bedrooms_z,t,13.59851,,Linear regression,TRUE,
M1_means,,,9,bedrooms_z,p,0.000000000000000000000000000000000000008487834,,Linear regression,TRUE,
M1_means,,,9,bedrooms_z,df,1010,,Linear regression,TRUE,
M1_means,,,9,bedrooms_z,2.5 %,0.05370941,,Linear regression,TRUE,
M1_means,,,9,bedrooms_z,97.5 %,0.0718244,,Linear regression,TRUE,
M1_means,,,10,apartment_rating_median_z,b,0.05381713,,Linear regression,TRUE,
M1_means,,,10,apartment_rating_median_z,SE,0.004734238,,Linear regression,TRUE,
M1_means,,,10,apartment_rating_median_z,t,11.36764,,Linear regression,TRUE,
M1_means,,,10,apartment_rating_median_z,p,0.0000000000000000000000000002909569,,Linear regression,TRUE,
M1_means,,,10,apartment_rating_median_z,df,1010,,Linear regression,TRUE,
M1_means,,,10,apartment_rating_median_z,2.5 %,0.04452706,,Linear regression,TRUE,
M1_means,,,10,apartment_rating_median_z,97.5 %,0.0631072,,Linear regression,TRUE,
M1_means,,,11,(Model),R squared,0.6388988,,Linear regression,TRUE,
M1_means,,,11,(Model),adjusted R squared,0.635681,,Linear regression,TRUE,
M1_means,,,11,(Model),F,198.5555,,Linear regression,TRUE,
M1_means,,,11,(Model),numerator df,9,,Linear regression,TRUE,
M1_means,,,11,(Model),denominator df,1010,,Linear regression,TRUE,
M1_means,,,11,(Model),p,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002118251,,Linear regression,TRUE,
M2_means,,,1,(Intercept),b,1.951252,,Linear regression,TRUE,
M2_means,,,1,(Intercept),SE,0.009114168,,Linear regression,TRUE,
M2_means,,,1,(Intercept),t,214.09,,Linear regression,TRUE,
M2_means,,,1,(Intercept),p,0,,Linear regression,TRUE,
M2_means,,,1,(Intercept),df,1010,,Linear regression,TRUE,
M2_means,,,1,(Intercept),2.5 %,1.933367,,Linear regression,TRUE,
M2_means,,,1,(Intercept),97.5 %,1.969137,,Linear regression,TRUE,
M2_means,,,2,attractiveness_median_z,b,0.01120807,,Linear regression,TRUE,
M2_means,,,2,attractiveness_median_z,SE,0.00479733,,Linear regression,TRUE,
M2_means,,,2,attractiveness_median_z,t,2.336314,,Linear regression,TRUE,
M2_means,,,2,attractiveness_median_z,p,0.01966973,,Linear regression,TRUE,
M2_means,,,2,attractiveness_median_z,df,1010,,Linear regression,TRUE,
M2_means,,,2,attractiveness_median_z,2.5 %,0.001794192,,Linear regression,TRUE,
M2_means,,,2,attractiveness_median_z,97.5 %,0.02062194,,Linear regression,TRUE,
M2_means,,,3,host_gendermale,b,0.007708155,,Linear regression,TRUE,
M2_means,,,3,host_gendermale,SE,0.009527264,,Linear regression,TRUE,
M2_means,,,3,host_gendermale,t,0.8090628,,Linear regression,TRUE,
M2_means,,,3,host_gendermale,p,0.4186696,,Linear regression,TRUE,
M2_means,,,3,host_gendermale,df,1010,,Linear regression,TRUE,
M2_means,,,3,host_gendermale,2.5 %,-0.01098734,,Linear regression,TRUE,
M2_means,,,3,host_gendermale,97.5 %,0.02640365,,Linear regression,TRUE,
M2_means,,,4,host_is_superhost1,b,0.01400278,,Linear regression,TRUE,
M2_means,,,4,host_is_superhost1,SE,0.01351826,,Linear regression,TRUE,
M2_means,,,4,host_is_superhost1,t,1.035842,,Linear regression,TRUE,
M2_means,,,4,host_is_superhost1,p,0.3005239,,Linear regression,TRUE,
M2_means,,,4,host_is_superhost1,df,1010,,Linear regression,TRUE,
M2_means,,,4,host_is_superhost1,2.5 %,-0.01252431,,Linear regression,TRUE,
M2_means,,,4,host_is_superhost1,97.5 %,0.04052986,,Linear regression,TRUE,
M2_means,,,5,review_scores_rating_z,b,0.02219823,,Linear regression,TRUE,
M2_means,,,5,review_scores_rating_z,SE,0.004802146,,Linear regression,TRUE,
M2_means,,,5,review_scores_rating_z,t,4.622564,,Linear regression,TRUE,
M2_means,,,5,review_scores_rating_z,p,0.000004280945,,Linear regression,TRUE,
M2_means,,,5,review_scores_rating_z,df,1010,,Linear regression,TRUE,
M2_means,,,5,review_scores_rating_z,2.5 %,0.0127749,,Linear regression,TRUE,
M2_means,,,5,review_scores_rating_z,97.5 %,0.03162155,,Linear regression,TRUE,
M2_means,,,6,number_of_reviews_log_z,b,0.001877456,,Linear regression,TRUE,
M2_means,,,6,number_of_reviews_log_z,SE,0.004743269,,Linear regression,TRUE,
M2_means,,,6,number_of_reviews_log_z,t,0.3958147,,Linear regression,TRUE,
M2_means,,,6,number_of_reviews_log_z,p,0.6923253,,Linear regression,TRUE,
M2_means,,,6,number_of_reviews_log_z,df,1010,,Linear regression,TRUE,
M2_means,,,6,number_of_reviews_log_z,2.5 %,-0.007430335,,Linear regression,TRUE,
M2_means,,,6,number_of_reviews_log_z,97.5 %,0.01118525,,Linear regression,TRUE,
M2_means,,,7,median_rent_log_z,b,0.07635195,,Linear regression,TRUE,
M2_means,,,7,median_rent_log_z,SE,0.004593442,,Linear regression,TRUE,
M2_means,,,7,median_rent_log_z,t,16.62195,,Linear regression,TRUE,
M2_means,,,7,median_rent_log_z,p,0.0000000000000000000000000000000000000000000000000000004993596,,Linear regression,TRUE,
M2_means,,,7,median_rent_log_z,df,1010,,Linear regression,TRUE,
M2_means,,,7,median_rent_log_z,2.5 %,0.06733817,,Linear regression,TRUE,
M2_means,,,7,median_rent_log_z,97.5 %,0.08536574,,Linear regression,TRUE,
M2_means,,,8,entire_apartment1,b,0.2454089,,Linear regression,TRUE,
M2_means,,,8,entire_apartment1,SE,0.009640574,,Linear regression,TRUE,
M2_means,,,8,entire_apartment1,t,25.45584,,Linear regression,TRUE,
M2_means,,,8,entire_apartment1,p,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007855097,,Linear regression,TRUE,
M2_means,,,8,entire_apartment1,df,1010,,Linear regression,TRUE,
M2_means,,,8,entire_apartment1,2.5 %,0.2264911,,Linear regression,TRUE,
M2_means,,,8,entire_apartment1,97.5 %,0.2643267,,Linear regression,TRUE,
M2_means,,,9,bedrooms_z,b,0.06337725,,Linear regression,TRUE,
M2_means,,,9,bedrooms_z,SE,0.004603992,,Linear regression,TRUE,
M2_means,,,9,bedrooms_z,t,13.76572,,Linear regression,TRUE,
M2_means,,,9,bedrooms_z,p,0.000000000000000000000000000000000000001219559,,Linear regression,TRUE,
M2_means,,,9,bedrooms_z,df,1010,,Linear regression,TRUE,
M2_means,,,9,bedrooms_z,2.5 %,0.05434277,,Linear regression,TRUE,
M2_means,,,9,bedrooms_z,97.5 %,0.07241174,,Linear regression,TRUE,
M2_means,,,10,apartment_rating_median_z,b,0.05281477,,Linear regression,TRUE,
M2_means,,,10,apartment_rating_median_z,SE,0.004734914,,Linear regression,TRUE,
M2_means,,,10,apartment_rating_median_z,t,11.15433,,Linear regression,TRUE,
M2_means,,,10,apartment_rating_median_z,p,0.000000000000000000000000002499654,,Linear regression,TRUE,
M2_means,,,10,apartment_rating_median_z,df,1010,,Linear regression,TRUE,
M2_means,,,10,apartment_rating_median_z,2.5 %,0.04352338,,Linear regression,TRUE,
M2_means,,,10,apartment_rating_median_z,97.5 %,0.06210617,,Linear regression,TRUE,
M2_means,,,11,(Model),R squared,0.6406344,,Linear regression,TRUE,
M2_means,,,11,(Model),adjusted R squared,0.6374322,,Linear regression,TRUE,
M2_means,,,11,(Model),F,200.0565,,Linear regression,TRUE,
M2_means,,,11,(Model),numerator df,9,,Linear regression,TRUE,
M2_means,,,11,(Model),denominator df,1010,,Linear regression,TRUE,
M2_means,,,11,(Model),p,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001876558,,Linear regression,TRUE,
M3_means,,,1,(Intercept),b,1.950879,,Linear regression,TRUE,
M3_means,,,1,(Intercept),SE,0.009261859,,Linear regression,TRUE,
M3_means,,,1,(Intercept),t,210.6358,,Linear regression,TRUE,
M3_means,,,1,(Intercept),p,0,,Linear regression,TRUE,
M3_means,,,1,(Intercept),df,1009,,Linear regression,TRUE,
M3_means,,,1,(Intercept),2.5 %,1.932705,,Linear regression,TRUE,
M3_means,,,1,(Intercept),97.5 %,1.969054,,Linear regression,TRUE,
M3_means,,,2,trustworthiness_mean_z,b,-0.002614395,,Linear regression,TRUE,
M3_means,,,2,trustworthiness_mean_z,SE,0.00484318,,Linear regression,TRUE,
M3_means,,,2,trustworthiness_mean_z,t,-0.5398096,,Linear regression,TRUE,
M3_means,,,2,trustworthiness_mean_z,p,0.5894474,,Linear regression,TRUE,
M3_means,,,2,trustworthiness_mean_z,df,1009,,Linear regression,TRUE,
M3_means,,,2,trustworthiness_mean_z,2.5 %,-0.01211825,,Linear regression,TRUE,
M3_means,,,2,trustworthiness_mean_z,97.5 %,0.006889463,,Linear regression,TRUE,
M3_means,,,3,attractiveness_mean_z,b,0.01274664,,Linear regression,TRUE,
M3_means,,,3,attractiveness_mean_z,SE,0.004970903,,Linear regression,TRUE,
M3_means,,,3,attractiveness_mean_z,t,2.564249,,Linear regression,TRUE,
M3_means,,,3,attractiveness_mean_z,p,0.01048371,,Linear regression,TRUE,
M3_means,,,3,attractiveness_mean_z,df,1009,,Linear regression,TRUE,
M3_means,,,3,attractiveness_mean_z,2.5 %,0.002992144,,Linear regression,TRUE,
M3_means,,,3,attractiveness_mean_z,97.5 %,0.02250113,,Linear regression,TRUE,
M3_means,,,4,host_gendermale,b,0.008205641,,Linear regression,TRUE,
M3_means,,,4,host_gendermale,SE,0.01015691,,Linear regression,TRUE,
M3_means,,,4,host_gendermale,t,0.8078875,,Linear regression,TRUE,
M3_means,,,4,host_gendermale,p,0.4193458,,Linear regression,TRUE,
M3_means,,,4,host_gendermale,df,1009,,Linear regression,TRUE,
M3_means,,,4,host_gendermale,2.5 %,-0.01172545,,Linear regression,TRUE,
M3_means,,,4,host_gendermale,97.5 %,0.02813673,,Linear regression,TRUE,
M3_means,,,5,host_is_superhost1,b,0.01487124,,Linear regression,TRUE,
M3_means,,,5,host_is_superhost1,SE,0.01354916,,Linear regression,TRUE,
M3_means,,,5,host_is_superhost1,t,1.097577,,Linear regression,TRUE,
M3_means,,,5,host_is_superhost1,p,0.2726512,,Linear regression,TRUE,
M3_means,,,5,host_is_superhost1,df,1009,,Linear regression,TRUE,
M3_means,,,5,host_is_superhost1,2.5 %,-0.01171651,,Linear regression,TRUE,
M3_means,,,5,host_is_superhost1,97.5 %,0.04145899,,Linear regression,TRUE,
M3_means,,,6,review_scores_rating_z,b,0.02211178,,Linear regression,TRUE,
M3_means,,,6,review_scores_rating_z,SE,0.004801006,,Linear regression,TRUE,
M3_means,,,6,review_scores_rating_z,t,4.605656,,Linear regression,TRUE,
M3_means,,,6,review_scores_rating_z,p,0.000004636693,,Linear regression,TRUE,
M3_means,,,6,review_scores_rating_z,df,1009,,Linear regression,TRUE,
M3_means,,,6,review_scores_rating_z,2.5 %,0.01269068,,Linear regression,TRUE,
M3_means,,,6,review_scores_rating_z,97.5 %,0.03153288,,Linear regression,TRUE,
M3_means,,,7,number_of_reviews_log_z,b,0.001970206,,Linear regression,TRUE,
M3_means,,,7,number_of_reviews_log_z,SE,0.004743263,,Linear regression,TRUE,
M3_means,,,7,number_of_reviews_log_z,t,0.4153693,,Linear regression,TRUE,
M3_means,,,7,number_of_reviews_log_z,p,0.6779599,,Linear regression,TRUE,
M3_means,,,7,number_of_reviews_log_z,df,1009,,Linear regression,TRUE,
M3_means,,,7,number_of_reviews_log_z,2.5 %,-0.007337584,,Linear regression,TRUE,
M3_means,,,7,number_of_reviews_log_z,97.5 %,0.011278,,Linear regression,TRUE,
M3_means,,,8,median_rent_log_z,b,0.07599056,,Linear regression,TRUE,
M3_means,,,8,median_rent_log_z,SE,0.004608098,,Linear regression,TRUE,
M3_means,,,8,median_rent_log_z,t,16.49065,,Linear regression,TRUE,
M3_means,,,8,median_rent_log_z,p,0.000000000000000000000000000000000000000000000000000002814262,,Linear regression,TRUE,
M3_means,,,8,median_rent_log_z,df,1009,,Linear regression,TRUE,
M3_means,,,8,median_rent_log_z,2.5 %,0.066948,,Linear regression,TRUE,
M3_means,,,8,median_rent_log_z,97.5 %,0.08503311,,Linear regression,TRUE,
M3_means,,,9,entire_apartment1,b,0.2454085,,Linear regression,TRUE,
M3_means,,,9,entire_apartment1,SE,0.009639277,,Linear regression,TRUE,
M3_means,,,9,entire_apartment1,t,25.45922,,Linear regression,TRUE,
M3_means,,,9,entire_apartment1,p,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007856231,,Linear regression,TRUE,
M3_means,,,9,entire_apartment1,df,1009,,Linear regression,TRUE,
M3_means,,,9,entire_apartment1,2.5 %,0.2264932,,Linear regression,TRUE,
M3_means,,,9,entire_apartment1,97.5 %,0.2643238,,Linear regression,TRUE,
M3_means,,,10,bedrooms_z,b,0.06322772,,Linear regression,TRUE,
M3_means,,,10,bedrooms_z,SE,0.004602822,,Linear regression,TRUE,
M3_means,,,10,bedrooms_z,t,13.73673,,Linear regression,TRUE,
M3_means,,,10,bedrooms_z,p,0.00000000000000000000000000000000000000172116,,Linear regression,TRUE,
M3_means,,,10,bedrooms_z,df,1009,,Linear regression,TRUE,
M3_means,,,10,bedrooms_z,2.5 %,0.05419552,,Linear regression,TRUE,
M3_means,,,10,bedrooms_z,97.5 %,0.07225992,,Linear regression,TRUE,
M3_means,,,11,apartment_rating_median_z,b,0.05268692,,Linear regression,TRUE,
M3_means,,,11,apartment_rating_median_z,SE,0.004736516,,Linear regression,TRUE,
M3_means,,,11,apartment_rating_median_z,t,11.12356,,Linear regression,TRUE,
M3_means,,,11,apartment_rating_median_z,p,0.000000000000000000000000003411163,,Linear regression,TRUE,
M3_means,,,11,apartment_rating_median_z,df,1009,,Linear regression,TRUE,
M3_means,,,11,apartment_rating_median_z,2.5 %,0.04339237,,Linear regression,TRUE,
M3_means,,,11,apartment_rating_median_z,97.5 %,0.06198147,,Linear regression,TRUE,
M3_means,,,12,(Model),R squared,0.6410381,,Linear regression,TRUE,
M3_means,,,12,(Model),adjusted R squared,0.6374805,,Linear regression,TRUE,
M3_means,,,12,(Model),F,180.1883,,Linear regression,TRUE,
M3_means,,,12,(Model),numerator df,10,,Linear regression,TRUE,
M3_means,,,12,(Model),denominator df,1009,,Linear regression,TRUE,
M3_means,,,12,(Model),p,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001553063,,Linear regression,TRUE,
M4_means,,,1,(Intercept),b,1.949013,,Linear regression,TRUE,
M4_means,,,1,(Intercept),SE,0.009321988,,Linear regression,TRUE,
M4_means,,,1,(Intercept),t,209.077,,Linear regression,TRUE,
M4_means,,,1,(Intercept),p,0,,Linear regression,TRUE,
M4_means,,,1,(Intercept),df,1008,,Linear regression,TRUE,
M4_means,,,1,(Intercept),2.5 %,1.930721,,Linear regression,TRUE,
M4_means,,,1,(Intercept),97.5 %,1.967306,,Linear regression,TRUE,
M4_means,,,2,trustworthiness_mean_z,b,-0.001242444,,Linear regression,TRUE,
M4_means,,,2,trustworthiness_mean_z,SE,0.004909177,,Linear regression,TRUE,
M4_means,,,2,trustworthiness_mean_z,t,-0.253086,,Linear regression,TRUE,
M4_means,,,2,trustworthiness_mean_z,p,0.8002534,,Linear regression,TRUE,
M4_means,,,2,trustworthiness_mean_z,df,1008,,Linear regression,TRUE,
M4_means,,,2,trustworthiness_mean_z,2.5 %,-0.01087582,,Linear regression,TRUE,
M4_means,,,2,trustworthiness_mean_z,97.5 %,0.008390933,,Linear regression,TRUE,
M4_means,,,3,attractiveness_mean_z,b,0.01313711,,Linear regression,TRUE,
M4_means,,,3,attractiveness_mean_z,SE,0.004972173,,Linear regression,TRUE,
M4_means,,,3,attractiveness_mean_z,t,2.642126,,Linear regression,TRUE,
M4_means,,,3,attractiveness_mean_z,p,0.008366381,,Linear regression,TRUE,
M4_means,,,3,attractiveness_mean_z,df,1008,,Linear regression,TRUE,
M4_means,,,3,attractiveness_mean_z,2.5 %,0.003380112,,Linear regression,TRUE,
M4_means,,,3,attractiveness_mean_z,97.5 %,0.0228941,,Linear regression,TRUE,
M4_means,,,4,host_gendermale,b,0.008203017,,Linear regression,TRUE,
M4_means,,,4,host_gendermale,SE,0.01014811,,Linear regression,TRUE,
M4_means,,,4,host_gendermale,t,0.8083295,,Linear regression,TRUE,
M4_means,,,4,host_gendermale,p,0.4190917,,Linear regression,TRUE,
M4_means,,,4,host_gendermale,df,1008,,Linear regression,TRUE,
M4_means,,,4,host_gendermale,2.5 %,-0.01171082,,Linear regression,TRUE,
M4_means,,,4,host_gendermale,97.5 %,0.02811686,,Linear regression,TRUE,
M4_means,,,5,host_is_superhost1,b,0.01515162,,Linear regression,TRUE,
M4_means,,,5,host_is_superhost1,SE,0.01353847,,Linear regression,TRUE,
M4_means,,,5,host_is_superhost1,t,1.119153,,Linear regression,TRUE,
M4_means,,,5,host_is_superhost1,p,0.2633415,,Linear regression,TRUE,
M4_means,,,5,host_is_superhost1,df,1008,,Linear regression,TRUE,
M4_means,,,5,host_is_superhost1,2.5 %,-0.0114152,,Linear regression,TRUE,
M4_means,,,5,host_is_superhost1,97.5 %,0.04171844,,Linear regression,TRUE,
M4_means,,,6,review_scores_rating_z,b,0.02198775,,Linear regression,TRUE,
